CustomerID,TenureMonths,ContractType,MonthlyCharges,SupportTickets,FeatureUsageScore,TotalCharges,Churn
CUST-1241,70,One year,70.78234846803424,6,92,5075.859329323395,0
CUST-1242,66,Two year,57.219085160533055,2,91,4025.4458110138758,0
CUST-1243,71,One year,94.5508596264836,8,75,5807.148866801616,1
CUST-1244,34,Month-to-month,58.44484093290346,0,64,2145.1795594872992,0
CUST-1245,6,One year,64.68844844669549,3,40,351.2340951632235,1
CUST-1246,40,Month-to-month,64.14918272592675,1,86,2441.811455723879,0
CUST-1247,19,Month-to-month,80.89841875636795,3,85,1580.4239525090509,0
CUST-1248,43,Month-to-month,69.34592105481909,5,52,2873.5410408657317,0
CUST-1249,11,Month-to-month,89.84160077865612,5,77,773.9808413040646,0
CUST-1250,3,Month-to-month,54.617735137708145,9,91,149.13653927165913,0
CUST-1251,40,Month-to-month,130.8185232561755,9,57,4994.833141131233,0
CUST-1252,59,Month-to-month,105.3234944367378,9,30,6763.323719643355,0
CUST-1253,64,Month-to-month,91.68829510740113,6,28,5266.45732885704,0
CUST-1254,52,Month-to-month,60.80246158768561,4,41,3022.106467087709,0
CUST-1255,64,Month-to-month,74.91384877327727,2,78,4426.69528357617,0
CUST-1256,47,Month-to-month,25.148360211749672,7,36,1509.590420051106,0
CUST-1257,38,Month-to-month,51.48796295143528,2,64,2176.0859125166253,0
CUST-1258,62,Month-to-month,80.01939851984231,0,95,4982.715565843835,0
CUST-1259,8,One year,84.73568331010894,2,40,779.9368600015899,1
CUST-1260,50,Month-to-month,57.56822093311457,9,41,2889.9302182772344,0
CUST-1261,19,Month-to-month,56.92014284260089,2,58,1072.2955972463703,0
CUST-1262,26,One year,66.67364894946294,5,37,1706.1236066992014,0
CUST-1263,31,One year,97.5257437488874,6,88,3125.581439248699,0
CUST-1264,43,One year,87.78849477079005,7,20,3655.0507093938695,1
CUST-1265,23,Two year,87.9658112749662,3,48,1550.6582714347062,1
CUST-1266,63,Month-to-month,66.56920074343687,6,21,4678.877896780742,1
CUST-1267,58,Month-to-month,74.91134797351889,6,78,4125.048016442428,0
CUST-1268,63,Month-to-month,84.77212788231576,7,25,5918.386662147825,0
CUST-1269,11,Month-to-month,84.32368393794935,1,40,845.4115521038487,0
CUST-1270,4,Month-to-month,81.94678744307832,4,35,279.8443788412917,0
CUST-1271,34,Month-to-month,71.19781488019227,5,80,2095.234243452126,0
CUST-1272,45,Month-to-month,68.36958935024009,3,44,3242.6062325437983,0
CUST-1273,71,Month-to-month,101.96178107752034,3,99,6563.019373057478,0
CUST-1274,3,One year,83.66715982378746,3,74,231.51448411609476,0
CUST-1275,54,One year,78.42248652519216,3,44,4274.837229017594,0
CUST-1276,62,One year,67.44040105569724,0,87,3927.002378926798,0
CUST-1277,51,Month-to-month,33.25160413558079,6,77,1922.9338326805794,0
CUST-1278,12,Two year,125.87067417771081,7,60,1463.4577135656275,1
CUST-1279,41,One year,85.71118881128943,0,60,2813.144936338368,0
CUST-1280,22,Month-to-month,75.12216166268566,8,88,1363.7272700501446,0
CUST-1281,55,One year,98.33824391517145,4,70,5282.431457351732,0
CUST-1282,71,One year,44.29525831720927,5,41,3281.6949992867603,0
CUST-1283,30,Month-to-month,76.54181388231527,0,23,2176.452057536216,0
CUST-1284,43,Month-to-month,42.70489465585545,3,33,1509.1505465597238,0
CUST-1285,4,Month-to-month,106.21324650183318,7,77,452.9679321479739,0
CUST-1286,66,Month-to-month,20.0,9,97,20.0,0
CUST-1287,23,Month-to-month,111.3228251103576,6,53,3009.993140311779,0
CUST-1288,46,Month-to-month,76.89001235291173,5,67,3860.288005543363,0
CUST-1289,71,Month-to-month,20.0,6,47,234.18693645602562,0
CUST-1290,45,Month-to-month,80.76190451292581,8,39,3499.6989271726293,0
CUST-1291,26,Month-to-month,74.73991162409365,7,49,1570.3614569013491,0
CUST-1292,12,Month-to-month,52.119102214777264,5,43,685.6961553621954,0
CUST-1293,51,Month-to-month,80.91300215722036,6,61,3819.428837855927,0
CUST-1294,16,Month-to-month,83.21468461412155,7,99,1150.8866984896506,0
CUST-1295,7,Month-to-month,34.9419949481052,3,95,258.57961292217664,0
CUST-1296,30,Month-to-month,85.17085745238833,0,87,2434.0639093705076,0
CUST-1297,51,Month-to-month,83.48490831937909,8,27,3698.6152697411235,1
CUST-1298,62,Month-to-month,115.14976570797033,3,58,7634.430425456022,0
CUST-1299,1,One year,71.11936271088881,4,39,75.42725249711276,1
CUST-1300,6,Month-to-month,64.58640211508738,3,90,360.23515404427735,0
CUST-1301,21,Month-to-month,86.8784105590468,8,25,1697.8120142721182,1
CUST-1302,47,Month-to-month,89.81664075307413,0,36,3869.8190626853616,0
CUST-1303,61,Month-to-month,72.73069998722917,4,31,4622.106975777062,0
CUST-1304,56,Two year,86.76827091087499,8,93,4291.282151921309,0
CUST-1305,1,Month-to-month,117.11411016748299,8,59,122.56097257224714,1
CUST-1306,26,One year,92.19956369055019,6,48,2380.8577495424743,1
CUST-1307,41,One year,74.57702421057984,5,83,2854.7330371709454,0
CUST-1308,52,Two year,63.94106831478218,6,20,3078.1687481077215,1
CUST-1309,9,Month-to-month,28.944526251999847,2,23,287.56489445103523,0
CUST-1310,62,Month-to-month,49.04167574570324,7,92,2878.1924354872867,0
CUST-1311,35,Month-to-month,76.05469731410197,1,38,2748.8873998949607,0
CUST-1312,67,One year,38.55982649646573,9,51,2156.0744738074363,1
CUST-1313,28,Month-to-month,101.34803068421184,3,53,2825.4333609306477,0
CUST-1314,32,Month-to-month,20.0,6,89,591.0408225911215,0
CUST-1315,71,One year,100.29267543117875,6,46,6659.313112874866,0
CUST-1316,39,One year,88.38870738852947,7,74,3921.448557449709,1
CUST-1317,47,Month-to-month,52.5655116246268,8,26,2416.8934467838553,0
CUST-1318,28,One year,74.94981917592398,8,81,2082.2472425094884,1
CUST-1319,33,One year,75.12684511033316,3,93,2406.5998395846927,0
CUST-1320,56,One year,44.46642110387376,3,30,2866.8086824622615,0
CUST-1321,68,One year,75.88419360370926,5,55,5683.480267258025,0
CUST-1322,21,One year,98.32124367261355,8,98,2562.754001822985,1
CUST-1323,1,Month-to-month,51.241862667786904,1,51,53.26134275772599,0
CUST-1324,68,Month-to-month,81.87199270673126,4,59,6326.704558332579,0
CUST-1325,22,Month-to-month,63.123556992740625,4,95,1378.8319960498457,0
CUST-1326,19,One year,75.104741176535,4,52,1481.9762036699688,0
CUST-1327,44,Month-to-month,82.84938823741133,7,27,3947.010031101555,0
CUST-1328,22,Two year,75.18301672951029,8,56,1799.4906602364545,1
CUST-1329,29,Month-to-month,73.51903286480614,5,37,2224.832909410672,0
CUST-1330,58,One year,84.65304133337087,5,72,5322.231674152633,0
CUST-1331,23,Month-to-month,70.57978749224885,8,38,1536.3994668352748,0
CUST-1332,49,Two year,113.45373734857587,1,30,4801.1819434971185,1
CUST-1333,20,Month-to-month,45.42491407868036,7,77,937.2950072647087,0
CUST-1334,9,Two year,77.5094231241894,5,50,709.7840531537272,1
CUST-1335,56,One year,135.2372785605653,5,76,7269.119759521791,1
CUST-1336,41,Month-to-month,110.78629052158769,7,34,4645.595069753391,0
CUST-1337,58,Month-to-month,105.03538563526757,6,87,5672.03213321609,0
CUST-1338,10,Two year,79.46644475967705,5,27,803.1761798968444,1
CUST-1339,35,One year,81.17863372180193,5,38,2797.379703951505,1
CUST-1340,58,Month-to-month,85.13549847089259,7,38,5174.3477005321265,0
CUST-1341,41,One year,78.89558102479488,6,24,3825.551412965938,0
CUST-1342,9,One year,51.39907948985766,4,39,444.04701978962373,0
CUST-1343,48,Month-to-month,119.08914832494068,9,94,6937.182118768559,1
CUST-1344,21,Month-to-month,91.63906749794734,3,56,1764.4708276574647,0
CUST-1345,10,One year,98.5973598148244,7,81,789.3632004271718,0
CUST-1346,45,Month-to-month,49.04640769055181,4,83,2427.8362995850716,0
CUST-1347,24,One year,101.93225791092699,1,70,2456.4264976886398,0
CUST-1348,16,Month-to-month,86.46401865526735,8,26,1308.7975777183447,0
CUST-1349,43,Month-to-month,90.70944712850456,0,28,4039.9617322179483,0
CUST-1350,27,Month-to-month,78.92009726332385,0,65,2048.349763966161,0
CUST-1351,61,One year,71.05547061644477,2,55,3948.573440123393,0
CUST-1352,62,One year,110.96132441190713,9,95,5669.363611244512,0
CUST-1353,39,Month-to-month,76.69902510575095,8,96,3110.71032711138,0
CUST-1354,38,Month-to-month,96.39811901684853,9,75,3418.0349118814543,0
CUST-1355,46,Month-to-month,81.71211227409803,5,70,4159.242641231105,0
CUST-1356,19,Month-to-month,143.8862987861419,4,51,3097.703153140103,0
CUST-1357,66,Month-to-month,80.3012573646999,9,22,5394.28835085245,0
CUST-1358,50,One year,29.841923990886094,5,32,1510.8759266876666,0
CUST-1359,45,Month-to-month,102.98713391613953,5,91,4745.713209329349,0
CUST-1360,41,Month-to-month,57.47175053133053,4,83,2266.167944501156,0
CUST-1361,36,Month-to-month,66.98340621096241,9,92,2643.1314924782473,0
CUST-1362,44,One year,104.96948457972621,6,29,4535.983308873315,1
CUST-1363,51,Month-to-month,117.17556233881628,2,84,7195.176681213262,0
CUST-1364,33,Month-to-month,77.86165811413657,5,84,2584.0901676184567,0
CUST-1365,56,One year,72.08508156165358,0,72,4031.8800797309814,0
CUST-1366,4,One year,32.965182285793226,1,75,147.77334756477705,0
CUST-1367,11,Month-to-month,72.68165396656114,6,78,874.7213826789759,0
CUST-1368,41,Two year,85.38181079141829,7,61,3310.8131849051856,1
CUST-1369,8,One year,102.28472273909901,4,83,906.6341216813527,0
CUST-1370,49,One year,76.81660459509186,3,61,3288.9096918455266,0
CUST-1371,14,Two year,85.59753944092532,7,67,1277.446311858402,1
CUST-1372,9,One year,66.66324943690081,9,34,489.9588508084998,1
CUST-1373,57,Month-to-month,139.11718741366062,7,72,8457.94598371013,0
CUST-1374,54,Month-to-month,114.47395870880229,2,65,5638.577437588686,0
CUST-1375,58,Month-to-month,54.72762877260819,1,69,3706.4123040520244,0
CUST-1376,56,Month-to-month,36.416508235744814,7,59,1990.877576157801,0
CUST-1377,6,Month-to-month,92.84185160318054,1,60,543.1079567318563,0
CUST-1378,30,Month-to-month,88.26207237288894,7,69,2946.0560809117524,0
CUST-1379,60,Month-to-month,68.71205638615072,0,35,4207.9652147433535,0
CUST-1380,5,One year,88.84592634072922,6,32,400.3498656721765,1
CUST-1381,36,One year,87.67096089269013,9,25,3107.6689534243983,1
CUST-1382,7,Month-to-month,48.58146063776238,0,59,316.24882669659655,0
CUST-1383,43,One year,57.468151932294376,6,95,2510.2702507800445,0
CUST-1384,68,One year,32.469233745295426,5,48,2062.368703704794,1
CUST-1385,20,One year,73.49178115802904,3,95,1400.3189643936266,0
CUST-1386,59,Two year,59.83623561763075,5,93,3617.0708796764534,0
CUST-1387,66,One year,31.633151016855322,2,52,2238.880852223996,0
CUST-1388,9,One year,95.14676775168577,8,22,890.2996844035722,1
CUST-1389,71,Month-to-month,78.73487837378862,5,37,6551.662463265443,0
CUST-1390,59,One year,61.055223782340235,6,37,3602.504978664514,0
CUST-1391,30,One year,34.2463953456611,5,75,1005.999154563188,0
CUST-1392,50,Month-to-month,33.72373352306945,6,25,1861.9985117944732,0
CUST-1393,64,One year,87.79364095501734,8,28,4486.077040841063,1
CUST-1394,48,One year,72.38394442607438,3,81,3774.3066911141527,0
CUST-1395,58,Two year,50.51317046650106,8,55,2274.402370760331,1
CUST-1396,11,Month-to-month,95.4247344502165,2,62,982.9755511788702,0
CUST-1397,9,Two year,97.0538291932405,8,44,1020.7626365917074,1
CUST-1398,63,One year,105.26148977995598,6,70,7158.579523499108,0
CUST-1399,56,Two year,89.52794456004538,1,94,5223.98633951394,0
CUST-1400,6,One year,77.8694992382841,8,44,523.3187484334499,0
CUST-1401,36,One year,117.82138288806253,2,64,4108.576229968826,0
CUST-1402,64,Month-to-month,104.4348799239997,5,31,6412.174072706929,0
CUST-1403,11,Month-to-month,83.03408711839158,9,40,866.0889025618694,0
CUST-1404,40,One year,92.19928436517131,9,25,3256.391776764537,1
CUST-1405,39,One year,61.2764968417098,4,62,2124.517469883731,0
CUST-1406,51,Month-to-month,109.73450234901016,7,59,4983.327927190461,0
CUST-1407,70,Month-to-month,93.10171559633183,7,57,6641.284627781043,0
CUST-1408,70,One year,107.08303037041912,4,31,8132.477162780151,1
CUST-1409,38,Two year,95.96150439022958,3,30,3666.7948600026316,1
CUST-1410,8,One year,71.60735557278926,4,81,518.7478098843327,0
CUST-1411,15,Month-to-month,69.42984806182422,5,45,927.843811058723,0
CUST-1412,16,One year,61.847558984461436,6,62,1007.1510891735609,0
CUST-1413,29,Two year,45.03336276448493,9,91,1298.8249037139674,1
CUST-1414,3,One year,92.0040406810718,0,65,304.94759861623567,0
CUST-1415,10,One year,76.26163627215703,6,47,690.0113580058662,1
CUST-1416,68,Month-to-month,65.48713253634615,8,73,4608.334161830381,0
CUST-1417,21,Month-to-month,81.2921504785491,0,66,1576.4077855923824,0
CUST-1418,31,One year,83.74077207714294,0,99,2865.754458452348,0
CUST-1419,28,One year,87.48507667983903,3,90,2573.7389860931635,0
CUST-1420,51,Month-to-month,62.85344728598053,4,49,3285.3926807864023,0
CUST-1421,38,Month-to-month,83.42836700014139,4,34,3576.3747272593823,0
CUST-1422,39,One year,93.88191107010297,0,28,3608.063608643957,1
CUST-1423,7,Two year,53.811442352242885,5,99,380.3869017650064,0
CUST-1424,67,Month-to-month,56.476154451415326,6,75,3026.067107811764,0
CUST-1425,71,Month-to-month,124.94017452298854,6,93,9512.566287439473,0
CUST-1426,14,Month-to-month,48.606420864712284,5,54,799.9811125559057,0
CUST-1427,18,Month-to-month,54.07932489371168,7,57,1078.7790300713355,0
CUST-1428,15,Month-to-month,23.845376625598824,7,92,404.0009537121818,0
CUST-1429,46,One year,73.74662153219299,6,48,3263.493770740286,0
CUST-1430,60,Month-to-month,73.66167147553229,9,79,3159.612256618433,0
CUST-1431,26,Two year,22.123415482002763,3,58,590.5859787332864,1
CUST-1432,19,Month-to-month,70.42769114648698,6,61,1236.902644573236,0
CUST-1433,25,Month-to-month,88.36744744667999,2,59,2155.2238779030263,0
CUST-1434,14,One year,99.81927625951442,9,25,1458.749140691603,1
CUST-1435,39,Month-to-month,59.07874753280344,2,23,2264.109469255674,0
CUST-1436,64,Month-to-month,84.43258684237999,3,50,5360.8272549912035,0
CUST-1437,35,Month-to-month,99.43902187045356,4,91,3442.5901159748532,0
CUST-1438,35,Month-to-month,66.45332744093234,9,56,2110.4276307479995,0
CUST-1439,65,One year,120.17004618881363,4,60,7868.126216045622,1
CUST-1440,29,Month-to-month,80.26899441500214,6,66,2021.3718630619135,0
CUST-1441,36,One year,125.78824663619535,5,83,4159.424033533024,0
CUST-1442,38,One year,59.4845180828755,9,54,2105.3034940463767,0
CUST-1443,36,Month-to-month,89.79804835606102,8,35,3438.8986605768932,1
CUST-1444,46,Two year,55.0850335433109,1,76,2495.6359240550782,0
CUST-1445,53,Month-to-month,58.317116470429006,0,48,2745.9143365588884,0
CUST-1446,58,Month-to-month,82.35662797577747,9,72,4447.29224314268,0
CUST-1447,13,Month-to-month,68.38174764857756,5,34,1008.4783640030286,0
CUST-1448,6,Two year,46.19769929900037,8,58,276.1778013205451,1
CUST-1449,40,Month-to-month,83.48128057264748,7,99,3129.324088498604,0
CUST-1450,22,Month-to-month,50.49828744737053,0,97,1028.6222401290308,0
CUST-1451,11,Month-to-month,84.20164291139368,8,28,750.5967227377737,1
CUST-1452,46,Month-to-month,91.62725964421719,7,82,4160.945018904648,0
CUST-1453,32,Two year,87.97111551209444,8,69,2847.4544671955896,1
CUST-1454,13,Month-to-month,56.526116654035825,5,96,742.2832202612744,0
CUST-1455,60,One year,69.50213124629391,9,77,4706.060361118397,1
CUST-1456,48,Month-to-month,64.00736808811607,4,49,3192.9503814248515,0
CUST-1457,44,Month-to-month,88.1331165594044,4,47,3961.8851404435122,0
CUST-1458,29,Two year,54.12417288839128,5,54,1234.974240880473,1
CUST-1459,64,Month-to-month,40.43673413618748,5,70,2569.332855558671,0
CUST-1460,28,Month-to-month,69.69805961824152,6,95,2109.8014990477327,0
CUST-1461,19,Month-to-month,72.99958062550081,2,75,1329.4650798197752,0
CUST-1462,4,Month-to-month,92.17882567749449,2,21,345.4818958362176,0
CUST-1463,2,Month-to-month,29.778576874380054,3,86,60.70380406607071,0
CUST-1464,12,Month-to-month,64.01602696728577,9,48,758.3232792489533,1
CUST-1465,36,One year,41.57713692417901,6,37,1892.8220499770289,1
CUST-1466,56,One year,20.0,8,79,1142.3929029502626,0
CUST-1467,27,Month-to-month,75.33158053146218,8,23,2147.2232450816964,0
CUST-1468,19,Month-to-month,94.73503663874412,5,43,2096.771469669861,0
CUST-1469,20,Month-to-month,59.03753779046476,9,21,1104.155096267708,1
CUST-1470,22,One year,69.5916467493757,3,70,1984.141980380572,0
CUST-1471,24,Month-to-month,37.116583213184136,8,25,1030.4213633833172,0
CUST-1472,54,One year,26.139408662052343,8,72,1416.6994951441288,0
CUST-1473,67,One year,112.85960928436546,7,85,6869.422138595977,1
CUST-1474,25,Month-to-month,40.703170208138324,6,58,1143.697403527971,0
CUST-1475,49,Month-to-month,79.97357329088071,6,56,4343.834594364853,0
CUST-1476,43,One year,90.24451223974769,9,99,4133.405683164714,0
CUST-1477,42,Month-to-month,112.718979927081,3,47,4506.43304783574,0
CUST-1478,12,Month-to-month,74.4632988153198,0,60,881.1979933461067,0
CUST-1479,16,Month-to-month,55.4034289933417,1,42,789.579411752409,0
CUST-1480,16,Month-to-month,51.096771612538085,9,45,846.2068198758556,1
CUST-1481,49,One year,81.45910905896228,9,85,3610.321869116809,0
CUST-1482,17,One year,64.42913716705235,8,52,905.2782381031144,1
CUST-1483,47,One year,80.21848129094127,4,95,3565.0113825057883,0
CUST-1484,68,Month-to-month,72.46783524085282,6,57,5518.893691436148,0
CUST-1485,3,Month-to-month,98.54168789248182,1,24,351.5736308798564,0
CUST-1486,36,Two year,34.19370230737091,7,93,1157.846640033925,0
CUST-1487,26,Month-to-month,80.49575642292113,1,55,1783.9463189392582,0
CUST-1488,67,Month-to-month,98.6968911324858,2,45,5399.947785064508,0
CUST-1489,51,One year,73.2325410212569,1,63,3189.9659585870604,0
CUST-1490,33,Month-to-month,57.86414433121892,1,32,2219.8803032014453,0
CUST-1491,50,Month-to-month,74.99812679483023,9,37,4057.4790744973175,0
CUST-1492,5,Two year,53.82876426492318,0,76,283.14570637904905,0
CUST-1493,15,One year,47.11352642773704,3,71,794.5950451237386,0
CUST-1494,31,Month-to-month,76.98974117496387,6,43,2219.963851718404,0
CUST-1495,55,One year,72.03480145972573,5,95,4451.569009757395,0
CUST-1496,70,One year,106.86765443801008,6,76,6664.0020673620875,1
CUST-1497,30,Month-to-month,83.69626861412115,2,60,2691.701913347756,0
CUST-1498,7,Two year,82.58040458038579,0,31,650.9372846254206,1
CUST-1499,1,Two year,76.1065173976943,2,71,71.97097830409687,1
CUST-1500,7,Month-to-month,102.36428923764622,0,97,568.4557603866573,0
CUST-1501,10,Month-to-month,63.82753948140201,9,68,805.6720202533705,1
CUST-1502,7,One year,96.57178940065359,2,54,681.6876469542789,1
CUST-1503,16,Month-to-month,65.863644721452,9,31,1163.7068871003626,1
CUST-1504,44,One year,64.7136375990902,0,73,2810.0064155988644,0
CUST-1505,16,One year,52.771397482961746,5,38,831.8952251840437,1
CUST-1506,33,One year,61.88964352986514,0,56,1985.9137235477517,0
CUST-1507,48,Month-to-month,73.10047237736954,1,39,3372.106097286302,0
CUST-1508,15,Month-to-month,81.72229880500007,4,91,1180.4630972277273,0
CUST-1509,30,Month-to-month,122.63301145062745,1,81,3377.799685846859,0
CUST-1510,31,One year,67.72572715130889,1,51,2229.6734239456728,0
CUST-1511,41,Month-to-month,49.46913641119701,7,86,2122.9429337423594,0
CUST-1512,7,Month-to-month,104.02812177257066,8,23,648.7652871228788,1
CUST-1513,2,One year,74.88239982862574,7,56,169.85890232615924,1
CUST-1514,19,Month-to-month,88.88621300833756,3,42,1670.832501373556,0
CUST-1515,23,Month-to-month,65.45174466330032,8,86,1394.6485505869498,0
CUST-1516,68,Month-to-month,94.75982560448394,1,29,5811.788771611931,0
CUST-1517,3,One year,56.247302301792104,3,35,127.22959238204588,1
CUST-1518,48,Month-to-month,81.50262579336967,1,81,4194.9475565742605,0
CUST-1519,7,Month-to-month,42.34897719406657,8,73,302.17940079658905,0
CUST-1520,9,Month-to-month,33.75629904930461,8,36,338.3664679763902,0
CUST-1521,48,Month-to-month,68.97397769582277,0,42,3280.196308432279,0
CUST-1522,12,One year,71.80369294876506,0,71,733.9617306031839,0
CUST-1523,64,Month-to-month,88.53723393323801,0,36,6545.881629824512,0
CUST-1524,30,Month-to-month,88.70421829513705,7,25,2109.7528801315407,0
CUST-1525,16,Month-to-month,86.66131444083213,0,86,1318.2463014524837,0
CUST-1526,60,Month-to-month,88.13338932988819,0,48,4453.944230619191,0
CUST-1527,6,Month-to-month,50.56857180430682,9,87,349.8470198665317,0
CUST-1528,50,One year,85.35664530727054,8,35,4578.3197886595435,1
CUST-1529,36,Two year,77.72504078732055,7,52,2963.5662761035064,1
CUST-1530,52,One year,44.78813069566366,2,33,2332.3091804423075,0
CUST-1531,54,One year,102.59145803447336,9,29,4849.298192293437,1
CUST-1532,36,Month-to-month,101.50446364986736,9,78,3682.488674592784,0
CUST-1533,40,One year,129.6641502129118,1,74,5095.463623305189,0
CUST-1534,68,One year,66.39203043033858,1,77,3962.158723288633,0
CUST-1535,21,Month-to-month,123.27366518496719,5,35,2229.8583665427004,1
CUST-1536,28,Month-to-month,82.57731895568718,9,53,2590.145348489075,0
CUST-1537,4,One year,71.74985841424534,1,53,279.5813403735076,0
CUST-1538,1,Month-to-month,104.2835520724628,2,93,103.89779227732252,0
CUST-1539,35,Month-to-month,75.31655762950251,4,69,2513.7418075955134,0
CUST-1540,64,Month-to-month,53.58239867400983,8,73,3008.7608749322417,0
CUST-1541,4,One year,122.89895518831074,6,75,549.6341866599502,0
CUST-1542,13,Month-to-month,104.31183102308151,4,83,1652.8674745945075,0
CUST-1543,5,One year,78.34818867866701,2,84,333.2345248024258,0
CUST-1544,19,Month-to-month,79.96926010481639,4,95,1466.1172573440897,0
CUST-1545,19,Month-to-month,80.43170596354665,6,61,1502.548637881286,0
CUST-1546,37,One year,114.61333076503472,6,59,4410.140029115666,0
CUST-1547,21,Month-to-month,43.88483486653199,9,23,1010.8424376042535,0
CUST-1548,54,One year,72.87181453619567,0,89,2825.4010597305446,0
CUST-1549,65,Month-to-month,73.88497256607072,8,46,4506.360104326084,0
CUST-1550,31,Month-to-month,97.2878246430462,0,40,2482.0674205290707,0
CUST-1551,9,Month-to-month,110.54942242334542,3,30,886.8928514578179,0
CUST-1552,11,One year,54.86947755855528,6,30,516.7024357912638,1
CUST-1553,31,Month-to-month,72.10422647899328,4,62,2232.9787222109017,0
CUST-1554,30,Month-to-month,68.80687731087178,0,45,2404.346468756091,0
CUST-1555,44,Two year,55.554011456956005,2,46,2490.8360725379407,0
CUST-1556,37,Month-to-month,91.58411921411283,6,92,3638.14802738329,0
CUST-1557,2,Month-to-month,88.6627437992212,0,31,154.42970004437518,0
CUST-1558,3,Month-to-month,53.81262472602621,5,30,152.98347762146625,0
CUST-1559,48,Month-to-month,84.00901520428256,6,83,4521.498285150329,0
CUST-1560,48,One year,88.96654811719152,3,95,4757.918038509008,0
CUST-1561,50,Month-to-month,52.77666836968108,0,76,2977.3899806407712,0
CUST-1562,67,Month-to-month,92.17684167341685,1,78,5871.227898985847,0
CUST-1563,8,One year,101.14412086673845,1,36,875.6861151382021,0
CUST-1564,12,Month-to-month,69.66641458070583,0,48,795.0903629426714,0
CUST-1565,24,One year,56.86944444205292,2,94,1373.560312563243,0
CUST-1566,13,One year,30.27685078505587,0,96,411.9471341445228,0
CUST-1567,59,Month-to-month,80.27059500404926,9,54,4425.928743921469,0
CUST-1568,26,Month-to-month,89.33639232903344,2,55,2626.488200709394,0
CUST-1569,64,Month-to-month,56.988180763392045,4,49,3940.2019116036845,0
CUST-1570,42,One year,97.3781567142338,4,95,3886.205143758458,0
CUST-1571,41,Month-to-month,50.529561099948886,9,70,1986.9426677523663,0
CUST-1572,16,Month-to-month,63.75243347799471,7,58,808.9107643802097,0
CUST-1573,54,Month-to-month,74.90260548214316,8,32,3736.5508540541828,1
CUST-1574,29,One year,49.44071110651683,2,52,1546.1079507425445,0
CUST-1575,49,One year,68.10048534851622,5,69,3240.0753507782683,1
CUST-1576,66,Month-to-month,87.08266456585096,0,78,5572.725379990261,0
CUST-1577,34,One year,67.74129406458,9,75,2204.577719595686,1
CUST-1578,20,Two year,61.022208433812075,2,74,1357.0560508704064,0
CUST-1579,66,Month-to-month,104.52787257157695,1,85,6481.829642630699,0
CUST-1580,70,One year,122.09799236247935,8,53,7999.111175296669,1
CUST-1581,55,Month-to-month,77.47817727296949,9,97,4396.164829859915,0
CUST-1582,59,One year,78.11390385767432,6,32,4654.4534669742725,1
CUST-1583,70,Month-to-month,20.82652434825838,2,31,1318.769126944443,0
CUST-1584,4,Month-to-month,57.493298473038365,8,80,220.76257717093256,0
CUST-1585,7,One year,99.49071974892136,8,87,789.8927457850598,1
CUST-1586,46,Month-to-month,62.32939138347242,8,91,3096.3131766892443,0
CUST-1587,3,Month-to-month,95.68718901306491,0,83,301.2536217537051,0
CUST-1588,57,One year,63.174312479569835,8,42,3243.622008793501,0
CUST-1589,55,Two year,78.14698029886318,4,22,4535.839484612334,1
CUST-1590,9,Month-to-month,71.54286562352014,5,57,608.7473553089612,0
CUST-1591,71,Month-to-month,80.81159582000714,2,69,5882.4384258112495,0
CUST-1592,19,Month-to-month,60.991064371995606,3,96,1130.8539024276406,0
CUST-1593,25,Month-to-month,97.37016097933876,8,36,2016.9012439859005,0
CUST-1594,21,Month-to-month,87.96377880480857,5,26,1753.383588995476,0
CUST-1595,71,One year,63.874711573534505,3,70,3834.6685174373442,0
CUST-1596,51,Month-to-month,60.5535587596327,4,72,3479.774842986747,0
CUST-1597,9,Month-to-month,56.89873254279128,9,71,505.37915172050583,0
CUST-1598,41,Month-to-month,125.48572869221768,7,49,5356.497672283944,0
CUST-1599,34,Month-to-month,82.6144393843378,8,83,2519.8814055192393,0
CUST-1600,63,Month-to-month,76.01702298350475,8,57,4530.311640226965,0
CUST-1601,58,Month-to-month,105.43753580454155,9,51,5520.028212320591,0
CUST-1602,9,Month-to-month,91.3660993984665,6,24,590.6420134880576,0
CUST-1603,41,Month-to-month,68.91182704016488,0,56,2887.6271948393146,0
CUST-1604,26,One year,43.050744530611915,2,60,936.63283701364,0
CUST-1605,22,Month-to-month,40.03293320958722,4,68,987.0853912103584,0
CUST-1606,55,Month-to-month,46.223006216527295,0,30,2877.4142849879872,0
CUST-1607,19,Month-to-month,61.084536052911616,6,52,1190.3165150608897,0
CUST-1608,43,One year,144.92867856008797,2,26,6123.037892410827,1
CUST-1609,30,Month-to-month,64.08358154159347,0,97,1815.2369800231686,0
CUST-1610,20,Two year,86.34954621283417,1,45,2087.454244430268,1
CUST-1611,22,Month-to-month,20.0,0,23,152.5347541492374,0
CUST-1612,64,One year,49.78190342009178,6,77,2796.948706616134,0
CUST-1613,38,Month-to-month,83.82639247390043,6,75,3466.5464942450467,0
CUST-1614,54,Month-to-month,88.44378569028709,2,98,5453.345443252606,0
CUST-1615,70,One year,73.29172781271815,4,40,4790.799455344268,0
CUST-1616,57,Month-to-month,85.93424887156775,3,74,5370.043016911434,0
CUST-1617,49,Month-to-month,54.2123422917345,1,51,2593.8382354544815,0
CUST-1618,32,One year,76.38987166286687,3,30,2417.5526084810645,0
CUST-1619,6,One year,69.32134041370676,2,82,401.212357196873,0
